ID,Name,Size,MRP,Sale Price,URL
888,Bjain Cephalandra Indica Mother Tincture Q,100 ml,₹195,₹121,https://www.1mg.com/otc/bjain-cephalandra-indica-mother-tincture-q-otc445338
889,SBL Ratanhia Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-ratanhia-dilution-200-ch-otc348589
890,SBL Chelidonium Majus Dilution 30 CH,30 ml,₹100,₹94.5,https://www.1mg.com/otc/sbl-chelidonium-majus-dilution-30-ch-otc338351
891,Allen Derma Plus Cream,25 gm,₹100,₹89,https://www.1mg.com/otc/allen-derma-plus-cream-otc330458
892,Dr. Reckeweg Hamamelis Virg Mother Tincture Q,20 ml,₹315,₹280,https://www.1mg.com/otc/dr.-reckeweg-hamamelis-virg-mother-tincture-q-otc327735
893,Dr. Reckeweg Alfalfa Mother Tincture Q,20 ml,₹270,₹240,https://www.1mg.com/otc/dr.-reckeweg-alfalfa-mother-tincture-q-otc327809
894,Bjain Withania Somnifera Mother Tincture Q,100 ml,₹195,₹122,https://www.1mg.com/otc/bjain-withania-somnifera-mother-tincture-q-otc445458
895,Dr Willmar Schwabe India Paeonia Officinalis Mother Tincture Q,30 ml,₹150,₹134,https://www.1mg.com/otc/dr-willmar-schwabe-india-paeonia-officinalis-mother-tincture-q-otc391480
896,Dr. Reckeweg R31 Increases Appetite And Blood Supply Drop,22 ml,₹285,₹246,https://www.1mg.com/otc/dr.-reckeweg-r31-increases-appetite-and-blood-supply-drop-otc326055
897,Dr Willmar Schwabe India Uranium Nitricum Trituration Tablet 4X,20 gm,₹150,₹127,https://www.1mg.com/otc/dr-willmar-schwabe-india-uranium-nitricum-trituration-tablet-4x-otc400810
898,Bakson's Homeopathy Cineraria Maritima Eye Drop,10 ml,₹130,₹116,https://www.1mg.com/otc/bakson-s-homeopathy-cineraria-maritima-eye-drop-otc327278
899,SBL Calcarea Phosphorica Biochemic Tablet 3X,25 gm,₹110,₹104,https://www.1mg.com/otc/sbl-calcarea-phosphorica-biochemic-tablet-3x-otc331090
900,Dr. Reckeweg Sepia Dilution 30 CH,11 ml,₹145,₹128,https://www.1mg.com/otc/dr.-reckeweg-sepia-dilution-30-ch-otc327870
901,Dr. Reckeweg R34 Recalcifying Drop,22 ml,₹285,₹268,https://www.1mg.com/otc/dr.-reckeweg-r34-recalcifying-drop-otc327461
902,Dr Willmar Schwabe India Ginkgo Biloba Mother Tincture Q,30 ml,₹410,₹350,https://www.1mg.com/otc/dr-willmar-schwabe-india-ginkgo-biloba-mother-tincture-q-otc391008
903,Dr Willmar Schwabe India Calcarea Phosphorica Biochemic Tablet 6X,550 gm,₹680,₹471,https://www.1mg.com/otc/dr-willmar-schwabe-india-calcarea-phosphorica-biochemic-tablet-6x-otc448585
904,Dr. Reckeweg Diabetic Care Combo (R40 + Syzygium Jamb Mother Tincture),550 gm,₹540,₹532,https://www.1mg.com/otc/dr.-reckeweg-diabetic-care-combo-r40-syzygium-jamb-mother-tincture-otc371840
905,Dr. Reckeweg Acid Nitricum Dilution 200 CH,11 ml,₹170,₹151,https://www.1mg.com/otc/dr.-reckeweg-acid-nitricum-dilution-200-ch-otc335586
906,Wheezal Arnica Hair N Scalp Treatment Homeopathic Medicine,100 ml,₹130,₹116,https://www.1mg.com/otc/wheezal-arnica-hair-n-scalp-treatment-homeopathic-medicine-otc339197
907,SBL Alumina Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-alumina-dilution-200-ch-otc345765
908,Dr. Reckeweg Symphytum Officinale Mother Tincture Q,20 ml,₹315,₹280,https://www.1mg.com/otc/dr.-reckeweg-symphytum-officinale-mother-tincture-q-otc327134
909,Dr Willmar Schwabe India Andrographis Paniculata Mother Tincture Q,30 ml,₹110,₹100,https://www.1mg.com/otc/dr-willmar-schwabe-india-andrographis-paniculata-mother-tincture-q-otc390768
910,SBL Selenium Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-selenium-dilution-200-ch-otc348687
911,Allen A85 Eosinophilia Drop,30 ml,₹170,₹151,https://www.1mg.com/otc/allen-a85-eosinophilia-drop-otc330358
912,ADEL Merc Sol Dilution 30 CH,10 ml,₹155,₹138,https://www.1mg.com/otc/adel-merc-sol-dilution-30-ch-otc327399
913,SBL Cineraria Maritima Euphrasia Eye Drop,5 ml,₹65,₹57.9,https://www.1mg.com/otc/sbl-cineraria-maritima-euphrasia-eye-drop-otc329018
914,Dr Willmar Schwabe India Kali Bichromicum Dilution 30 CH,30 ml,₹100,₹64,https://www.1mg.com/otc/dr-willmar-schwabe-india-kali-bichromicum-dilution-30-ch-otc404407
915,Dr. Reckeweg Aesculus Hippocastanum Dilution 200,11 ml,₹170,₹151,https://www.1mg.com/otc/dr.-reckeweg-aesculus-hippocastanum-dilution-200-otc335991
916,SBL Arnica Montana Hair Oil with Tjc,100 ml,₹170,MRP₹90,https://www.1mg.com/otc/sbl-arnica-montana-hair-oil-with-tjc-otc330950
917,Dr. Reckeweg Thuja Occ Dilution 1000 CH,11 ml,₹210,₹187,https://www.1mg.com/otc/dr.-reckeweg-thuja-occ-dilution-1000-ch-otc331560
918,REPL Vigoura Hy Power Drop,30 ml,₹449,₹421,https://www.1mg.com/otc/repl-vigoura-hy-power-drop-otc326003
919,Dr. Reckeweg Arnica Mont Mother Tincture Q,20 ml,₹315,₹280,https://www.1mg.com/otc/dr.-reckeweg-arnica-mont-mother-tincture-q-otc327800
920,Dr. Reckeweg Hypericum Per Dilution 200 CH,11 ml,₹170,₹151,https://www.1mg.com/otc/dr.-reckeweg-hypericum-per-dilution-200-ch-otc335080
921,SBL Kreosotum Dilution 30 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/sbl-kreosotum-dilution-30-ch-otc348065
922,Bakson B16 Vertigo Drop,30 ml,₹185,₹147,https://www.1mg.com/otc/bakson-b16-vertigo-drop-otc388047
923,Dr Willmar Schwabe India Good Morning Constipation Drop,30 ml,₹130,₹116,https://www.1mg.com/otc/dr-willmar-schwabe-india-good-morning-constipation-drop-otc784635
924,SBL Bio-Combination 28 Tablet,450 gm,₹720,₹666,https://www.1mg.com/otc/sbl-bio-combination-28-tablet-otc812896
925,SBL Bio-Combination 25 Tablet,450 gm,₹720,₹590,https://www.1mg.com/otc/sbl-bio-combination-25-tablet-otc812891
926,Dr. Reckeweg Colocynthis Dilution 200 CH,11 ml,₹170,₹151,https://www.1mg.com/otc/dr.-reckeweg-colocynthis-dilution-200-ch-otc335464
927,SBL Eupatorium Perfoliatum Dilution 200 CH,30 ml,₹115,₹108,https://www.1mg.com/otc/sbl-eupatorium-perfoliatum-dilution-200-ch-otc338203
928,SBL Kali Sulphurica Biochemic Tablet 6X,25 gm,₹110,₹97,https://www.1mg.com/otc/sbl-kali-sulphurica-biochemic-tablet-6x-otc331036
929,Lord's Sleepin Drop,30 ml,₹160,₹142,https://www.1mg.com/otc/lord-s-sleepin-drop-otc392870
930,Dr Willmar Schwabe India Carbo Vegetabilis Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/dr-willmar-schwabe-india-carbo-vegetabilis-dilution-200-ch-otc398634
931,SBL Teucrium Marum Verum Dilution 30 CH,30 ml,₹100,₹94.5,https://www.1mg.com/otc/sbl-teucrium-marum-verum-dilution-30-ch-otc348852
932,SBL Thyroidinum Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-thyroidinum-dilution-200-ch-otc348820
933,Dr. Reckeweg Fel Tauri Trituration Tablet 3X,20 gm,₹255,₹227,https://www.1mg.com/otc/dr.-reckeweg-fel-tauri-trituration-tablet-3x-otc326938
934,Boiron Oscillococcinum (Anas Barbariae) Single Dose Pillules (1gm Each) 200 CH,20 gm,₹300,₹267,https://www.1mg.com/otc/boiron-oscillococcinum-anas-barbariae-single-dose-pillules-1gm-each-200-ch-otc611655
935,ADEL 73 Mucan Drop,20 ml,₹295,₹277,https://www.1mg.com/otc/adel-73-mucan-drop-otc326062
936,Dr. Reckeweg Natrum Muriaticum Biochemic Tablet 6X,20 gm,₹185,₹165,https://www.1mg.com/otc/dr.-reckeweg-natrum-muriaticum-biochemic-tablet-6x-otc476685
937,Dr Willmar Schwabe India Cascara Sagrada Mother Tincture Q,30 ml,₹320,₹285,https://www.1mg.com/otc/dr-willmar-schwabe-india-cascara-sagrada-mother-tincture-q-otc390839
938,SBL Hamamelis Ointment,25 gm,₹75,₹66,https://www.1mg.com/otc/sbl-hamamelis-ointment-otc330999
939,SBL Petroleum Dilution 200C,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-petroleum-dilution-200c-otc348501
940,St. George’s Merry Gold Green Soap,75 gm,₹65,₹61.8,https://www.1mg.com/otc/st.-george-s-merry-gold-green-soap-otc498750
941,SBL Ferrum Phosphoricum Biochemic Tablet 12X,25 gm,₹110,₹97,https://www.1mg.com/otc/sbl-ferrum-phosphoricum-biochemic-tablet-12x-otc331057
942,Dr. Reckeweg China Dilution 200 CH,11 ml,₹170,₹128,https://www.1mg.com/otc/dr.-reckeweg-china-dilution-200-ch-otc335566
943,Wheezal Gastrolex Drop,30 ml,₹150,₹134,https://www.1mg.com/otc/wheezal-gastrolex-drop-otc722967
944,SBL Selenium Trituration Tablet 3X,25 gm,₹175,₹156,https://www.1mg.com/otc/sbl-selenium-trituration-tablet-3x-otc338961
945,Dr. Reckeweg Mercurius Sol Dilution 30 CH,11 ml,₹145,₹129,https://www.1mg.com/otc/dr.-reckeweg-mercurius-sol-dilution-30-ch-otc326640
946,Wheezal Renal Forte Drop,30 ml,₹150,₹130,https://www.1mg.com/otc/wheezal-renal-forte-drop-otc339234
947,Bakson B10 Sleep Drop,30 ml,₹185,₹117,https://www.1mg.com/otc/bakson-b10-sleep-drop-otc388019
948,Dr Willmar Schwabe India Alpha - SH Tablet,20 gm,₹198,₹165,https://www.1mg.com/otc/dr-willmar-schwabe-india-alpha-sh-tablet-otc326044
949,Bjain Omeo Mouth Ulcer Tablet,25 gm,₹155,₹138,https://www.1mg.com/otc/bjain-omeo-mouth-ulcer-tablet-otc328713
950,SBL Lachesis Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-lachesis-dilution-200-ch-otc348086
951,Fr Muller Bowelease Tablet,100 tablets,₹85,₹72.3,https://www.1mg.com/otc/fr-muller-bowelease-tablet-otc782883
952,ADEL Neo-Card N Gold Drop,30 ml,₹425,₹365,https://www.1mg.com/otc/adel-neo-card-n-gold-drop-otc327693
953,New Life NL 17 Fistula Drop,30 ml,₹160,₹149,https://www.1mg.com/otc/new-life-nl-17-fistula-drop-otc701166
954,Dr Willmar Schwabe India Aesculus Hippocastanum Mother Tincture Q,30 ml,₹110,₹97,https://www.1mg.com/otc/dr-willmar-schwabe-india-aesculus-hippocastanum-mother-tincture-q-otc390631
955,SBL Relaxhed Drop,30 ml,₹130,₹116,https://www.1mg.com/otc/sbl-relaxhed-drop-otc329020
956,Bakson's Homeopathy Aloevera Calendula Cream,125 gm,₹170,₹161,https://www.1mg.com/otc/bakson-s-homeopathy-aloevera-calendula-cream-otc400430
957,SBL Gaultheria Procumbens Mother Tincture Q,30 ml,₹330,₹294,https://www.1mg.com/otc/sbl-gaultheria-procumbens-mother-tincture-q-otc348919
958,Lord's Glow Care Complexion Cream,25 gm,₹120,₹107,https://www.1mg.com/otc/lord-s-glow-care-complexion-cream-otc392823
959,LDD Bioscience Fungikure,30 ml,₹160,₹146,https://www.1mg.com/otc/ldd-bioscience-fungikure-otc628277
960,Dr. Johns Bozom Plus Lotion,30 ml,₹140,₹126,https://www.1mg.com/otc/dr.-johns-bozom-plus-lotion-otc390165
961,Allen A71 U.T.I. (Urinary Tract Infections) Drop,30 ml,₹170,₹151,https://www.1mg.com/otc/allen-a71-u.t.i.-urinary-tract-infections-drop-otc330234
962,Bakson's Homeopathy Aloevera Calendula Cream,250 gm,₹290,₹258,https://www.1mg.com/otc/bakson-s-homeopathy-aloevera-calendula-cream-otc325908
963,Dr. Reckeweg Syzygium Jamb Mother Tincture Q,100 ml,₹290,MRP₹910,https://www.1mg.com/otc/dr.-reckeweg-syzygium-jamb-mother-tincture-q-otc573774
964,SBL Liv T Tonic,115 ml,₹115,₹102,https://www.1mg.com/otc/sbl-liv-t-tonic-otc335733
965,Dr. Reckeweg Bio-Combination 10 (BC 10) Tablet,20 gm,₹200,₹178,https://www.1mg.com/otc/dr.-reckeweg-bio-combination-10-bc-10-tablet-otc326277
966,Wheezal Otorine Ear Drop,15 ml,₹75,₹66,https://www.1mg.com/otc/wheezal-otorine-ear-drop-otc339261
967,Allen's Triofer Homoeo Hair & Care Tablet,50 tablets,₹150,₹134,https://www.1mg.com/otc/allen-s-triofer-homoeo-hair-care-tablet-otc392985
968,Dr Willmar Schwabe India Muira Puama Mother Tincture Q,30 ml,₹410,₹299,https://www.1mg.com/otc/dr-willmar-schwabe-india-muira-puama-mother-tincture-q-otc391402
969,Bhargava Ague Nil Syrup,200 ml,₹160,₹142,https://www.1mg.com/otc/bhargava-ague-nil-syrup-otc367503
970,Bhandari Bach Flower Rescue Remedy 30,30 ml,₹130,₹121,https://www.1mg.com/otc/bhandari-bach-flower-rescue-remedy-30-otc386783
971,Allen A08 Diabetes Drop,30 ml,₹170,₹151,https://www.1mg.com/otc/allen-a08-diabetes-drop-otc330371
972,Medisynth Jondila Forte Syrup,200 ml,₹170,₹151,https://www.1mg.com/otc/medisynth-jondila-forte-syrup-otc787795
973,Dr Willmar Schwabe Germany Alfalfa Tonic,500 ml,₹1850,₹1776,https://www.1mg.com/otc/dr-willmar-schwabe-germany-alfalfa-tonic-otc672562
974,Bakson's Homeopathy Alfavena Malt,500 gm,₹380,₹230,https://www.1mg.com/otc/bakson-s-homeopathy-alfavena-malt-otc538412
975,Allen A78 Chronic Anxiety Drop,30 ml,₹170,₹136,https://www.1mg.com/otc/allen-a78-chronic-anxiety-drop-otc330380
976,New Life Bach Flower Aspen 30,30 ml,₹125,₹120,https://www.1mg.com/otc/new-life-bach-flower-aspen-30-otc386704
977,SBL Berberis Vulgaris Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/sbl-berberis-vulgaris-dilution-30-ch-otc338367
978,Allen A26 Piles Drop,30 ml,₹170,₹151,https://www.1mg.com/otc/allen-a26-piles-drop-otc330467
979,ADEL 43 Cardinorma Drop,20 ml,₹310,₹271,https://www.1mg.com/otc/adel-43-cardinorma-drop-otc327725
980,SBL Calcarea Fluorica Biochemic Tablet 30X,25 gm,₹110,₹97,https://www.1mg.com/otc/sbl-calcarea-fluorica-biochemic-tablet-30x-otc331089
981,Lord's Uricid Drop,30 ml,₹160,₹149,https://www.1mg.com/otc/lord-s-uricid-drop-otc392868
982,SBL Cochlearia Armoracia Mother Tincture Q,30 ml,₹150,₹142,https://www.1mg.com/otc/sbl-cochlearia-armoracia-mother-tincture-q-otc338763
983,SBL Acid Benzoicum Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/sbl-acid-benzoicum-dilution-30-ch-otc345534
984,SBL Coffea Cruda Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-coffea-cruda-dilution-200-ch-otc346201
985,SBL Sulphur Mother Tincture Q,30 ml,₹105,₹93,https://www.1mg.com/otc/sbl-sulphur-mother-tincture-q-otc338578
986,Medisynth Guatteria Gaumeri Mother Tincture Q,30 ml,₹350,₹319,https://www.1mg.com/otc/medisynth-guatteria-gaumeri-mother-tincture-q-otc789358
987,SBL Iodium Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/sbl-iodium-dilution-30-ch-otc347965
988,SBL Calcarea Fluorica Biochemic Tablet 200X,25 gm,₹115,₹102,https://www.1mg.com/otc/sbl-calcarea-fluorica-biochemic-tablet-200x-otc368278
989,Dr. Reckeweg Conium Mac Dilution 30 CH,11 ml,₹145,₹113,https://www.1mg.com/otc/dr.-reckeweg-conium-mac-dilution-30-ch-otc327872
990,SBL Allium Cepa Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-allium-cepa-dilution-200-ch-otc345735
991,SBL Cactus Grandiflorus Mother Tincture Q,30 ml,₹125,₹118,https://www.1mg.com/otc/sbl-cactus-grandiflorus-mother-tincture-q-otc338510
992,Medisynth Tonsilon Forte Drop,30 ml,₹175,₹159,https://www.1mg.com/otc/medisynth-tonsilon-forte-drop-otc339295
993,SBL Curcuma Longa Mother Tincture Q,30 ml,₹105,₹94,https://www.1mg.com/otc/sbl-curcuma-longa-mother-tincture-q-otc338490
994,Boericke and Tafel Calendula & Aloe Vera Multipurpose Cream,100 gm,₹115,₹102,https://www.1mg.com/otc/boericke-and-tafel-calendula-aloe-vera-multipurpose-cream-otc498707
995,Dr. Reckeweg Bio-Combination 2 (BC 2) Tablet,20 gm,₹200,₹178,https://www.1mg.com/otc/dr.-reckeweg-bio-combination-2-bc-2-tablet-otc326285
996,Combo Pack of Dr. Reckeweg R41 Sexual Neurasthenia Drop (22ml) & Dr Willmar Schwabe India Damiaplant Drop (30ml),20 gm,₹710,₹607,https://www.1mg.com/otc/combo-pack-of-dr.-reckeweg-r41-sexual-neurasthenia-drop-22ml-dr-willmar-schwabe-india-damiaplant-drop-30ml-otc917435
997,Dr Willmar Schwabe India Bio-Combination  20 (BC 20) Tablet,25 gm,₹110,₹94.4,https://www.1mg.com/otc/dr-willmar-schwabe-india-bio-combination-20-bc-20-tablet-otc921722
998,Dr Willmar Schwabe India Thuja Occidentalis Mother Tincture Q,30 ml,₹125,₹111,https://www.1mg.com/otc/dr-willmar-schwabe-india-thuja-occidentalis-mother-tincture-q-otc391581
999,SBL Wormorid Drop,30 ml,₹135,₹120,https://www.1mg.com/otc/sbl-wormorid-drop-otc329008
1000,Dr. Reckeweg R32 Excessive Perspiration Drop,22 ml,₹285,₹268,https://www.1mg.com/otc/dr.-reckeweg-r32-excessive-perspiration-drop-otc327463
